[1696796457.8775] Target device IP address: 10.12.6.5
[1696796457.8776] Target device NTCIP port: 501
[1696796457.8776] Verifying the network connection with the target SNMP device...
[1696796457.8776] PING test begins
[1696796457.8819] PING test successful
[1696796457.8819] Successfully verified the network connection with the target SNMP device
[1696796457.8835] Ready to forward SNMP GET/SET requests
[1696796473.6956] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.3.3.0; Value=2
[1696798628.6229] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798629.6201] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798629.6231] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798630.5768] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798630.5788] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798630.6044] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798630.6063] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798630.6083] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798630.6097] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798630.6112] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798630.6126] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798630.6141] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798630.6204] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798630.6235] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798631.6204] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798631.6237] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798632.6205] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798632.6237] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798633.6205] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798633.6237] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798634.6203] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798634.6235] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798634.6768] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798634.6787] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798634.7062] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798634.7079] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798634.7097] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798634.7111] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798634.7125] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798634.7139] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798634.7152] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798634.7215] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798634.7245] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798635.7218] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798635.7248] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798636.7218] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798636.7246] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798637.7219] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798637.7247] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798638.6768] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798638.6788] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798638.7041] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798638.7060] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798638.7081] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798638.7097] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798638.7112] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798638.7128] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798638.7143] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798638.7199] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798638.7232] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798639.7203] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798639.7233] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798640.7204] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798640.7233] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798641.7203] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798641.7233] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798642.7203] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798642.7233] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798643.7109] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=136
[1696798643.7182] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798643.7202] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798644.7109] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=136
[1696798644.7202] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798645.7107] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=136
[1696798645.7202] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798646.7107] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=136
[1696798646.7161] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798646.7201] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798647.7204] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798648.7140] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798648.7159] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798648.9082] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798648.9098] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798648.9115] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798648.9131] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798648.9148] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798648.9163] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798744.4822] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=221
[1696798744.4840] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798744.5113] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798744.5128] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798744.5141] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798744.5156] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798744.5170] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798744.5184] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798744.5227] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798744.5241] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=136
[1696798745.5234] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798745.5250] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=136
[1696798746.5233] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798746.5248] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=136
[1696798747.5194] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798747.5231] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798748.5233] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798748.5822] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.11.1; Value=17
[1696798748.6083] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798748.6097] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798748.6110] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798748.6125] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798748.6138] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798748.6153] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798748.6210] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798749.6201] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798749.7137] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798750.6203] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798750.7138] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798751.6201] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798751.7136] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798752.6201] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798752.6826] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=223
[1696798752.6844] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798752.7100] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798752.7116] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798752.7135] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798752.7148] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798752.7162] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798752.7176] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798752.7190] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798752.7251] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798752.7282] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798753.7254] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798753.7283] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798754.7160] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=17
[1696798754.7233] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798754.7253] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798755.7160] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=17
[1696798755.7253] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798756.7159] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=17
[1696798756.7254] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798756.7825] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.11.1; Value=2
[1696798756.7844] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=223
[1696798756.7860] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798756.8120] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798756.8135] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798756.8149] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798756.8164] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798756.8177] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798756.8192] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798756.8242] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798756.8257] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=16
[1696798757.8241] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798757.8256] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=16
[1696798758.8242] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798758.8257] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=16
[1696798759.8209] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798759.8240] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798759.9172] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798760.8242] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798760.9173] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798760.9829] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=223
[1696798760.9846] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798761.0133] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798761.0152] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798761.0167] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798761.0183] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798761.0198] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798761.0214] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798761.0332] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798761.0348] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=16
[1696798761.0363] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798762.0294] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798762.0309] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=16
[1696798762.0325] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798763.0275] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798763.0292] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=16
[1696798763.0319] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798764.0276] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798764.0293] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798764.0323] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798764.9831] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=223
[1696798764.9850] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798765.0105] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798765.0127] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798765.0143] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798765.0158] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798765.0173] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798765.0189] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798765.0243] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798765.0259] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=16
[1696798765.0275] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798766.0247] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798766.0264] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=16
[1696798766.0279] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798767.0248] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798767.0264] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=16
[1696798767.0280] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798768.0210] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798768.0244] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798768.0274] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798769.0247] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798769.0276] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=2
[1696798770.0179] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798770.0246] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798770.0275] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798771.0182] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798771.0246] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798771.0274] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798772.0177] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798772.0244] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798772.0273] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798773.0178] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798773.0245] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798773.0274] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798774.0180] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798774.0246] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=2
[1696798774.0273] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798775.0181] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798775.0207] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798775.0275] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798775.1484] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798775.1500] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798775.1516] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798775.1532] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798775.1548] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798775.1563] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798804.6854] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=223
[1696798804.6874] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798804.7132] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798804.7147] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798804.7163] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798804.7178] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798804.7194] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798804.7209] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798804.7248] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798804.7263] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=68
[1696798805.7249] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798805.7265] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=68
[1696798806.7251] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798806.7266] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=68
[1696798807.7203] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798807.7251] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798808.6857] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.11.1; Value=136
[1696798808.7131] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798808.7146] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798808.7163] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798808.7178] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798808.7193] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
